CATEGORY;OEM;BRAND;MODEL;YEAR;GENERATION;GEN_START;GEN_END;ENGINE;ENGINE_VOLUME;ENGINE_TYPE;BODY_TYPE;TRANSMISSION;PRODUCT_CATEGORY;TITLE;ID;STATE;DESCRIPTION;PRICE;CURRENCY;NDS;DISCOUNT;CITY;PHONE;PHOTO;VIDEO;IMPORTER
Салонный светильник;8J0947105;Audi;A8;2010;D3 · 2-й Рестайлинг;;;Бензин;4200;;;;;;AV107081447;0;Цена за штуку;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6798/0138.jpg,https://avcdn.av.by/advertmedium/0011/6798/0258.jpg";;
Ручка открывания капота;;"Mercedes-Benz";CLS;2011;C218, X218;;;;;;;;;;AV97047783;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9928.jpg,https://avcdn.av.by/advertmedium/0011/6798/0038.jpg,https://avcdn.av.by/advertmedium/0011/6798/0175.jpg";;
Тройник системы охлаждения;3C0122291D;"Volkswagen";Passat;2008;B6;;;Дизель;;;;;;;AV97828071;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9870.jpg,https://avcdn.av.by/advertmedium/0011/6798/0005.jpg";;
Уплотнитель двери задней правой;3C8839472C;"Volkswagen";Passat CC;2011;I;;;Бензин;2000;;;АКПП;;;AV154699409;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9812.jpg,https://avcdn.av.by/advertmedium/0011/6797/9923.jpg";;
Моторчик стеклоподъемника передний левый;;"Mercedes-Benz";S-Класс;2002;W220;;;Дизель;3200;;;;;;AV98638822;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9938.jpg,https://avcdn.av.by/advertmedium/0011/6798/0093.jpg";;
Замок капота;A2208800060;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV104380389;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9763.jpg,https://avcdn.av.by/advertmedium/0011/6797/9853.jpg,https://avcdn.av.by/advertmedium/0011/6797/9988.jpg,https://avcdn.av.by/advertmedium/0011/6798/0088.jpg,https://avcdn.av.by/advertmedium/0011/6798/0223.jpg";;
Джойстик управления мультимедиа;9633544077;Peugeot;607;2004;I;;;;;;;;;;AV153742091;0;Джойстик управления мультимедиа без центральной кнопки;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9943.jpg";;
Молдинг (накладка кузовная), Кузова;A9066905382,A90669007762;"Volkswagen";"Crafter";2013;;;;;;;;;;;AV105602021;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9818.jpg,https://avcdn.av.by/advertmedium/0011/6798/0006.jpg,https://avcdn.av.by/advertmedium/0011/6798/0108.jpg";;
Салонный светильник;9681370177;Peugeot;308;2008;T7;;;;;;;;;;AV96711652;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9871.jpg,https://avcdn.av.by/advertmedium/0011/6797/9994.jpg,https://avcdn.av.by/advertmedium/0011/6798/0083.jpg,https://avcdn.av.by/advertmedium/0011/6798/0153.jpg";;
Рамка под магнитолу;9629444477,223930bc,9632204677;Peugeot;607;2004;I;;;;;;;;;;AV153742090;0;Рамка под магнитолу для Peugeot 607 БЕЗ КНОПОК. Номер запчасти: 9629444477, 223930bc,9632204677;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9981.jpg";;
Моторчик заслонки печки;T1009914P;"Renault";"Megane";2018;IV;;;;;;;;;;AV104989412;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9757.jpg,https://avcdn.av.by/advertmedium/0011/6797/9858.jpg,https://avcdn.av.by/advertmedium/0011/6797/9973.jpg";;
Усилитель антенны;2118200885;"Mercedes-Benz";E-Класс;2004;W211, S211;;;;;;;;;;AV153742088;0;"Усилитель антенны к Mercedes E W211. Номер запчасти: 2118200885";30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9842.jpg";;
Блок управления центральным замком;a1645406745;"Mercedes-Benz";M-Класс;;W164;;;;;;;;;;AV153742089;0;"Блок управления центральным замком к Mercedes ML W164. Номер запчасти: a1645406745";30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9798.jpg";;
Насос омывателя стекла;1J0973722;"Volkswagen";Passat;2005;B6;;;;;;;;;;AV104410082;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9768.jpg,https://avcdn.av.by/advertmedium/0011/6797/9889.jpg,https://avcdn.av.by/advertmedium/0011/6798/0018.jpg";;
Пыльник крыла переднего левого;2518890125;"Mercedes-Benz";R-Класс;;W251;;;Дизель;;;;АКПП;;;AV155121462;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9693.jpg,https://avcdn.av.by/advertmedium/0011/6797/9833.jpg,https://avcdn.av.by/advertmedium/0011/6797/9967.jpg,https://avcdn.av.by/advertmedium/0011/6798/0068.jpg,https://avcdn.av.by/advertmedium/0011/6798/0163.jpg";;
Пыльник крыла переднего правого;;"Mercedes-Benz";R-Класс;;W251;;;Дизель;;;;АКПП;;;AV155121372;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9807.jpg,https://avcdn.av.by/advertmedium/0011/6797/9918.jpg,https://avcdn.av.by/advertmedium/0011/6797/9982.jpg,https://avcdn.av.by/advertmedium/0011/6798/0048.jpg,https://avcdn.av.by/advertmedium/0011/6798/0243.jpg";;
Правый задний подкрылок;3AA825216B;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV100214240;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9741.jpg,https://avcdn.av.by/advertmedium/0011/6797/9848.jpg,https://avcdn.av.by/advertmedium/0011/6797/9958.jpg";;
Моторчик стеклоподъемника задний левый;8K0959811A;Audi;A4;2009;B8;;;Дизель;2000;;;;;;AV152706551;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9728.jpg,https://avcdn.av.by/advertmedium/0011/6797/9804.jpg,https://avcdn.av.by/advertmedium/0011/6797/9912.jpg";;
Трос двери передней;;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV100001246;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9515.jpg";;
Трубка вентиляции топливного бака;;Peugeot;308;2011;T7;;;Бензин;1600;;;;;;AV96651230;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9663.jpg,https://avcdn.av.by/advertmedium/0011/6797/9748.jpg";;
Моторчик стеклоподъемника передний левый;8K0959801B;Audi;A4;2011;B8;;;;;;;;;;AV152706216;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9483.jpg,https://avcdn.av.by/advertmedium/0011/6797/9558.jpg,https://avcdn.av.by/advertmedium/0011/6797/9595.jpg";;
Задний катафот;a6398201964;"Mercedes-Benz";Vito;2006;W639;;;;;;;;;;AV153742084;0;"Катафот к Mercedes Vito W639, 2006 г. Номер запчасти: a6398201964";30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9538.jpg";;
Блок управления двери задней левой;2118201526;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;;;;AV107034078;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9648.jpg,https://avcdn.av.by/advertmedium/0011/6797/9740.jpg";;
Датчик удара;A1729056000;"Mercedes-Benz";CLS;2013;C218, X218;;;;;;;;;;AV96874462;0;Цена за штуку;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9678.jpg";;
Рамка под магнитолу;9629444477,223930bc;Peugeot;607;2004;I;;;;;;;;;;AV153742083;0;Рамка под магнитолу для Peugeot 607. Номер запчасти: 9629444477, 223930 B-C;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9668.jpg";;
Датчик ускорения;0265005230;"Mercedes-Benz";E-Класс;2001;W210, S210 · Рестайлинг;;;;;;;;;;AV102705117;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9653.jpg,https://avcdn.av.by/advertmedium/0011/6797/9723.jpg";;
Крышка (заглушка) задняя фары левой;;Audi;80;1988;B3;;;Бензин;1800;;;МКПП;;;AV105352668;0;Цена за штуку;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9543.jpg,https://avcdn.av.by/advertmedium/0011/6797/9643.jpg,https://avcdn.av.by/advertmedium/0011/6797/9734.jpg,https://avcdn.av.by/advertmedium/0011/6797/9878.jpg,https://avcdn.av.by/advertmedium/0011/6798/0033.jpg,https://avcdn.av.by/advertmedium/0011/6798/0203.jpg";;
Сопротивление отопителя (печки);T1000034ZC;Peugeot;308;2008;T7;;;;;;;;;;AV157160566;0;Оригинал.Хорошее состояние;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9711.jpg,https://avcdn.av.by/advertmedium/0011/6797/9783.jpg,https://avcdn.av.by/advertmedium/0011/6797/9883.jpg,https://avcdn.av.by/advertmedium/0011/6797/9964.jpg,https://avcdn.av.by/advertmedium/0011/6798/0053.jpg";;
Накладка замка багажника;7177378;BMW;X5;2011;E70 · Рестайлинг;;;;;;;;;;AV102904028;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9658.jpg,https://avcdn.av.by/advertmedium/0011/6797/9773.jpg,https://avcdn.av.by/advertmedium/0011/6797/9898.jpg,https://avcdn.av.by/advertmedium/0011/6798/0023.jpg";;
Стекло фары правой;;Audi;80;1988;B3;;;Бензин;1800;;;;;;AV105353435;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9628.jpg";;
Дождевик;3C8121330B;"Volkswagen";Passat CC;2009;I;;;;;;;;;;AV155120991;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9621.jpg,https://avcdn.av.by/advertmedium/0011/6797/9688.jpg,https://avcdn.av.by/advertmedium/0011/6797/9839.jpg,https://avcdn.av.by/advertmedium/0011/6797/9951.jpg,https://avcdn.av.by/advertmedium/0011/6798/0058.jpg,https://avcdn.av.by/advertmedium/0011/6798/0248.jpg";;
Молдинг передней правой двери;;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV103452634;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9553.jpg,https://avcdn.av.by/advertmedium/0011/6797/9673.jpg";;
Дождевик;3C8121330B;"Volkswagen";Passat CC;2009;I;;;;;;;;;;AV155120959;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9718.jpg,https://avcdn.av.by/advertmedium/0011/6797/9788.jpg,https://avcdn.av.by/advertmedium/0011/6797/9863.jpg,https://avcdn.av.by/advertmedium/0011/6797/9950.jpg,https://avcdn.av.by/advertmedium/0011/6798/0028.jpg,https://avcdn.av.by/advertmedium/0011/6798/0176.jpg,https://avcdn.av.by/advertmedium/0011/6798/0288.jpg,https://avcdn.av.by/advertmedium/0011/6798/0382.jpg,https://avcdn.av.by/advertmedium/0011/6798/0473.jpg,https://avcdn.av.by/advertmedium/0011/6798/0548.jpg";;
Насос омывателя стекла;V20080378,987086924;"Mercedes-Benz";CLS;2013;C218, X218;;;;;;;;;;AV102705625;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9493.jpg,https://avcdn.av.by/advertmedium/0011/6797/9583.jpg";;
Блок управления светом;5M0907357C;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV96711896;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9438.jpg,https://avcdn.av.by/advertmedium/0011/6797/9533.jpg,https://avcdn.av.by/advertmedium/0011/6797/9596.jpg";;
Кронштейн прочий;026145515;Audi;80;1988;B3;;;Бензин;1800;;;;;;AV105352920;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9463.jpg,https://avcdn.av.by/advertmedium/0011/6797/9578.jpg,https://avcdn.av.by/advertmedium/0011/6797/9620.jpg";;
Звуковой сигнал;;"Volkswagen";Golf;1994;III;;;Бензин;1400;;;;;;AV103722455;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9478.jpg,https://avcdn.av.by/advertmedium/0011/6797/9588.jpg,https://avcdn.av.by/advertmedium/0011/6797/9638.jpg";;
Уплотнитель двери передней левой;;"Mercedes-Benz";E-Класс;2008;W211, S211 · Рестайлинг;;;Дизель;3200;;;АКПП;;;AV107470805;0;Бархотка;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9528.jpg,https://avcdn.av.by/advertmedium/0011/6797/9603.jpg";;
Педаль газа;A2203000104;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;АКПП;;;AV152677019;0;ЕВРОПА. ЛЕВЫЙ РУЛЬ;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9488.jpg";;
Лючок топливного бака;A0005843117;"Mercedes-Benz";E-Класс;2004;W211, S211;;;;;;;;;;AV97029079;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9521.jpg,https://avcdn.av.by/advertmedium/0011/6797/9709.jpg,https://avcdn.av.by/advertmedium/0011/6797/9892.jpg,https://avcdn.av.by/advertmedium/0011/6798/0103.jpg";;
Насос омывателя стекла;0165454626;"Mercedes-Benz";"Sprinter";2013;;;;;;;;;;;AV104410069;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9373.jpg,https://avcdn.av.by/advertmedium/0011/6797/9443.jpg";;
Кнопка (выключатель);A2208218958;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;;;;AV103408084;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9368.jpg,https://avcdn.av.by/advertmedium/0011/6797/9433.jpg,https://avcdn.av.by/advertmedium/0011/6797/9573.jpg";;
Кнопка открывания люка;;Peugeot;3008;2011;I;;;;;;;;;;AV101583061;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9698.jpg,https://avcdn.av.by/advertmedium/0011/6797/9793.jpg,https://avcdn.av.by/advertmedium/0011/6797/9933.jpg";;
Блок комфорта;28551BU;"Nissan";"Almera Tino";2001;I;;;Дизель;2200;;;МКПП;;;AV108513748;0;Оригинал.;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9358.jpg,https://avcdn.av.by/advertmedium/0011/6797/9468.jpg,https://avcdn.av.by/advertmedium/0011/6797/9568.jpg";;
Стекло двери передней правой;;Skoda;"Superb";2009;II;;;;;;;;;;AV157154444;0;Оригинал.Хорошее состояние;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9316.jpg,https://avcdn.av.by/advertmedium/0011/6797/9393.jpg,https://avcdn.av.by/advertmedium/0011/6797/9473.jpg";;
Кронштейн радиатора охлаждения двигателя;a2515040214;"Mercedes-Benz";M-Класс;;W164;;;;;;;;;;AV153735979;0;"Кронштейн радиатора для Mercedes ML W164. Номер запчасти: a0019982540";30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9338.jpg";;
Блок комфорта;1K0959433C;"Volkswagen";"Touran";2005;I;;;Бензин;1600;;;МКПП;;;AV108352212;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9413.jpg,https://avcdn.av.by/advertmedium/0011/6797/9508.jpg,https://avcdn.av.by/advertmedium/0011/6797/9608.jpg,https://avcdn.av.by/advertmedium/0011/6797/9683.jpg";;
Парктроник задний;6956746;BMW;3 серия;2009;E90, E91, E92, E93;;;;;;;;;;AV107035346;0;Цена за штуку;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9449.jpg,https://avcdn.av.by/advertmedium/0011/6797/9563.jpg";;
Пыльник;AH3216E561BA,AH3216E560BA;"Land Rover";"Range Rover Sport";2012;I · Рестайлинг;;;;;;;;;;AV101681105;0;Цена за штуку;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9458.jpg,https://avcdn.av.by/advertmedium/0011/6797/9548.jpg,https://avcdn.av.by/advertmedium/0011/6797/9633.jpg";;
Расширительный бачок;1K0121407A;Audi;A3;2004;8P;;;;;;;;;;AV155115999;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9283.jpg,https://avcdn.av.by/advertmedium/0011/6797/9348.jpg";;
Кронштейн ручки двери;3c8837198;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV154693976;0;Кронштейн ручки двери левый. В наличии есть так же правый;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9298.jpg,https://avcdn.av.by/advertmedium/0011/6797/9378.jpg,https://avcdn.av.by/advertmedium/0011/6797/9452.jpg";;
Кронштейн ручки двери;3c8837197;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV154693975;0;Кронштейн ручки двери правый. В наличии есть так же левый;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9248.jpg,https://avcdn.av.by/advertmedium/0011/6797/9333.jpg,https://avcdn.av.by/advertmedium/0011/6797/9418.jpg";;
Расширительный бачок;1K0121407A;"Volkswagen";"Touran";2004;I;;;;;;;;;;AV155115929;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9243.jpg,https://avcdn.av.by/advertmedium/0011/6797/9323.jpg";;
Молдинг крыла переднего правого;;"Nissan";"Almera Tino";2001;I;;;Дизель;2200;;;МКПП;;;AV108513743;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9205.jpg,https://avcdn.av.by/advertmedium/0011/6797/9328.jpg,https://avcdn.av.by/advertmedium/0011/6797/9388.jpg";;
Расширительный бачок;1K0121407A;"Volkswagen";Golf;2004;V;;;;;;;;;;AV155115898;0;;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6797/9216.jpg,https://avcdn.av.by/advertmedium/0011/6797/9273.jpg";;
